case_number,court_id,alert_type,message,severity
CASE/3894/2016,BIH-BHA-13,LONG_PENDING,📛 Case pending for 7.7 years [Matrimonial].,HIGH
CASE/3894/2016,BIH-BHA-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/5636/2016,BIH-BHA-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/9980/2018,BIH-BHA-13,LONG_PENDING,📛 Case pending for 5.3 years [Property_Dispute].,HIGH
CASE/2078/2022,BIH-BHA-13,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 560 days. Bail eligibility to be reviewed.,CRITICAL
CASE/7240/2018,BIH-BHA-14,CRITICAL_PRIORITY,🔴 Critical priority case [NDPS] — Immediate attention required. Score: 81.1,CRITICAL
CASE/7240/2018,BIH-BHA-14,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 3634 days. Bail eligibility to be reviewed.,CRITICAL
CASE/7240/2018,BIH-BHA-14,LONG_PENDING,📛 Case pending for 10.0 years [NDPS].,HIGH
CASE/7240/2018,BIH-BHA-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/9599/2021,BIH-BHA-14,CRITICAL_PRIORITY,🔴 Critical priority case [Senior_Citizen] — Immediate attention required. Score: 78.6,CRITICAL
CASE/9599/2021,BIH-BHA-14,LONG_PENDING,📛 Case pending for 9.0 years [Senior_Citizen].,HIGH
CASE/9599/2021,BIH-BHA-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/1748/2019,BIH-BHA-14,LONG_PENDING,📛 Case pending for 9.4 years [General_Civil].,HIGH
CASE/1748/2019,BIH-BHA-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/9562/2023,BIH-BHA-14,LONG_PENDING,📛 Case pending for 5.3 years [POCSO].,HIGH
CASE/9562/2023,BIH-BHA-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/8269/2017,BIH-BHA-14,LONG_PENDING,📛 Case pending for 5.2 years [SC_ST].,HIGH
CASE/8269/2017,BIH-BHA-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/0760/2017,BIH-BHA-14,LONG_PENDING,📛 Case pending for 7.8 years [Commercial].,HIGH
CASE/0760/2017,BIH-BHA-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/5862/2022,BIH-BHA-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/0819/2021,BIH-BHA-14,LONG_PENDING,📛 Case pending for 5.3 years [Property_Dispute].,HIGH
CASE/3896/2015,BIH-BHA-15,CRITICAL_PRIORITY,🔴 Critical priority case [Motor_Accident] — Immediate attention required. Score: 76.5,CRITICAL
CASE/3896/2015,BIH-BHA-15,LONG_PENDING,📛 Case pending for 7.0 years [Motor_Accident].,HIGH
CASE/3896/2015,BIH-BHA-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/4096/2020,BIH-BHA-15,CRITICAL_PRIORITY,🔴 Critical priority case [Motor_Accident] — Immediate attention required. Score: 75.9,CRITICAL
CASE/4096/2020,BIH-BHA-15,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 191 days.,HIGH
CASE/4096/2020,BIH-BHA-15,LONG_PENDING,📛 Case pending for 7.8 years [Motor_Accident].,HIGH
CASE/4096/2020,BIH-BHA-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/9818/2015,BIH-BHA-15,LONG_PENDING,📛 Case pending for 10.0 years [POCSO].,HIGH
CASE/9818/2015,BIH-BHA-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/6953/2024,BIH-BHA-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/3532/2021,BIH-BHA-15,LONG_PENDING,📛 Case pending for 9.2 years [General_Criminal].,HIGH
CASE/3532/2021,BIH-BHA-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/9755/2019,BIH-BHA-15,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 190 days.,HIGH
CASE/9755/2019,BIH-BHA-15,LONG_PENDING,📛 Case pending for 5.8 years [General_Civil].,HIGH
CASE/3913/2024,BIH-BHA-15,LONG_PENDING,📛 Case pending for 5.7 years [Matrimonial].,HIGH
CASE/3913/2024,BIH-BHA-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/5130/2018,BIH-BHA-15,LONG_PENDING,📛 Case pending for 5.2 years [Matrimonial].,HIGH
CASE/5130/2018,BIH-BHA-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/3678/2018,BIH-BHA-15,LONG_PENDING,📛 Case pending for 7.9 years [Property_Dispute].,HIGH
CASE/6486/2020,BIH-BHA-16,CRITICAL_PRIORITY,🔴 Critical priority case [POCSO] — Immediate attention required. Score: 77.9,CRITICAL
CASE/6486/2020,BIH-BHA-16,LONG_PENDING,📛 Case pending for 5.8 years [POCSO].,HIGH
CASE/6486/2020,BIH-BHA-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/5640/2017,BIH-BHA-16,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 1248 days. Bail eligibility to be reviewed.,CRITICAL
CASE/5640/2017,BIH-BHA-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/3573/2016,BIH-BHA-16,LONG_PENDING,📛 Case pending for 9.3 years [Senior_Citizen].,HIGH
CASE/3573/2016,BIH-BHA-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/4260/2019,BIH-BHA-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/4014/2015,BIH-BHA-16,LONG_PENDING,📛 Case pending for 9.4 years [NDPS].,HIGH
CASE/4014/2015,BIH-BHA-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/9944/2018,BIH-BHA-16,LONG_PENDING,📛 Case pending for 5.6 years [General_Criminal].,HIGH
CASE/9944/2018,BIH-BHA-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/8534/2020,BIH-BHA-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/0651/2022,BIH-BHA-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/1271/2020,BIH-BHA-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/5417/2015,BIH-BHA-17,CRITICAL_PRIORITY,🔴 Critical priority case [General_Criminal] — Immediate attention required. Score: 77.1,CRITICAL
CASE/5417/2015,BIH-BHA-17,STAGE_STAGNATION,🟠 Stagnant in 'Judgment' stage for 257 days.,HIGH
CASE/5417/2015,BIH-BHA-17,LONG_PENDING,📛 Case pending for 7.0 years [General_Criminal].,HIGH
CASE/5417/2015,BIH-BHA-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/0357/2018,BIH-BHA-17,CRITICAL_PRIORITY,🔴 Critical priority case [Commercial] — Immediate attention required. Score: 76.7,CRITICAL
CASE/0357/2018,BIH-BHA-17,LONG_PENDING,📛 Case pending for 8.8 years [Commercial].,HIGH
CASE/0357/2018,BIH-BHA-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/2776/2019,BIH-BHA-17,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 397 days.,HIGH
CASE/2776/2019,BIH-BHA-17,LONG_PENDING,📛 Case pending for 7.2 years [General_Civil].,HIGH
CASE/2776/2019,BIH-BHA-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/2761/2023,BIH-BHA-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/2255/2022,BIH-BHA-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/7476/2018,BIH-BHA-17,LONG_PENDING,📛 Case pending for 6.9 years [SC_ST].,HIGH
CASE/7476/2018,BIH-BHA-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/7231/2019,BIH-BHA-17,LONG_PENDING,📛 Case pending for 5.9 years [Matrimonial].,HIGH
CASE/7231/2019,BIH-BHA-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/6868/2019,BIH-BHA-17,LONG_PENDING,📛 Case pending for 8.9 years [Motor_Accident].,HIGH
CASE/6868/2019,BIH-BHA-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/9348/2021,BIH-BHA-17,LONG_PENDING,📛 Case pending for 8.2 years [NDPS].,HIGH
CASE/9348/2021,BIH-BHA-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/1000/2015,BIH-BHA-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/2626/2017,BIH-BHA-17,LONG_PENDING,📛 Case pending for 9.4 years [Property_Dispute].,HIGH
CASE/2626/2017,BIH-BHA-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/9540/2023,BIH-BHA-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/9493/2018,BIH-BHA-18,CRITICAL_PRIORITY,🔴 Critical priority case [Senior_Citizen] — Immediate attention required. Score: 78.7,CRITICAL
CASE/9493/2018,BIH-BHA-18,LONG_PENDING,📛 Case pending for 9.2 years [Senior_Citizen].,HIGH
CASE/9493/2018,BIH-BHA-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/0328/2020,BIH-BHA-18,CRITICAL_PRIORITY,🔴 Critical priority case [Commercial] — Immediate attention required. Score: 75.1,CRITICAL
CASE/0328/2020,BIH-BHA-18,LONG_PENDING,📛 Case pending for 6.6 years [Commercial].,HIGH
CASE/0328/2020,BIH-BHA-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/3058/2021,BIH-BHA-18,LONG_PENDING,📛 Case pending for 8.2 years [Commercial].,HIGH
CASE/3058/2021,BIH-BHA-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/3832/2022,BIH-BHA-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/1890/2019,BIH-BHA-18,LONG_PENDING,📛 Case pending for 8.0 years [Matrimonial].,HIGH
CASE/1890/2019,BIH-BHA-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/8458/2017,BIH-BHA-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/5259/2021,BIH-BHA-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/0175/2017,BIH-BHA-18,LONG_PENDING,📛 Case pending for 7.7 years [General_Civil].,HIGH
CASE/0175/2017,BIH-BHA-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/7318/2023,BIH-BHA-18,LONG_PENDING,📛 Case pending for 5.6 years [General_Civil].,HIGH
CASE/9017/2015,BIH-BHA-19,CRITICAL_PRIORITY,🔴 Critical priority case [SC_ST] — Immediate attention required. Score: 78.6,CRITICAL
CASE/9017/2015,BIH-BHA-19,LONG_PENDING,📛 Case pending for 7.6 years [SC_ST].,HIGH
CASE/9017/2015,BIH-BHA-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/1000/2021,BIH-BHA-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/9068/2018,BIH-BHA-19,LONG_PENDING,📛 Case pending for 9.3 years [Matrimonial].,HIGH
CASE/9068/2018,BIH-BHA-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/1623/2022,BIH-BHA-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/0531/2020,BIH-BHA-19,LONG_PENDING,📛 Case pending for 8.0 years [General_Civil].,HIGH
CASE/0531/2020,BIH-BHA-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/0273/2020,BIH-BHA-19,LONG_PENDING,📛 Case pending for 6.3 years [NDPS].,HIGH
CASE/0273/2020,BIH-BHA-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/4451/2023,BIH-BHA-19,LONG_PENDING,📛 Case pending for 7.2 years [General_Civil].,HIGH
CASE/4451/2023,BIH-BHA-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/3312/2019,BIH-BHA-19,LONG_PENDING,📛 Case pending for 5.6 years [Motor_Accident].,HIGH
CASE/3312/2019,BIH-BHA-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/7436/2024,BIH-BHA-19,LONG_PENDING,📛 Case pending for 7.4 years [Property_Dispute].,HIGH
CASE/1212/2022,BIH-BHA-20,LONG_PENDING,📛 Case pending for 9.5 years [POCSO].,HIGH
CASE/1212/2022,BIH-BHA-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/9519/2022,BIH-BHA-20,LONG_PENDING,📛 Case pending for 9.0 years [Matrimonial].,HIGH
CASE/9519/2022,BIH-BHA-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/2401/2019,BIH-BHA-20,LONG_PENDING,📛 Case pending for 8.8 years [SC_ST].,HIGH
CASE/2401/2019,BIH-BHA-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/3317/2015,BIH-BHA-20,LONG_PENDING,📛 Case pending for 8.3 years [Commercial].,HIGH
CASE/3317/2015,BIH-BHA-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/0495/2019,BIH-BHA-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/4632/2022,BIH-BHA-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/4782/2017,BIH-BHA-20,LONG_PENDING,📛 Case pending for 6.7 years [NDPS].,HIGH
CASE/4782/2017,BIH-BHA-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/2999/2018,BIH-BHA-20,LONG_PENDING,📛 Case pending for 8.1 years [General_Civil].,HIGH
CASE/2999/2018,BIH-BHA-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/6020/2015,BIH-BHA-20,LONG_PENDING,📛 Case pending for 9.7 years [Property_Dispute].,HIGH
CASE/6020/2015,BIH-BHA-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/6962/2015,BIH-BHA-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/4592/2017,BIH-GAY-01,CRITICAL_PRIORITY,🔴 Critical priority case [NDPS] — Immediate attention required. Score: 79.7,CRITICAL
CASE/4592/2017,BIH-GAY-01,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 2993 days. Bail eligibility to be reviewed.,CRITICAL
CASE/4592/2017,BIH-GAY-01,LONG_PENDING,📛 Case pending for 8.2 years [NDPS].,HIGH
CASE/4592/2017,BIH-GAY-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/2347/2020,BIH-GAY-01,CRITICAL_PRIORITY,🔴 Critical priority case [Senior_Citizen] — Immediate attention required. Score: 77.7,CRITICAL
CASE/2347/2020,BIH-GAY-01,LONG_PENDING,📛 Case pending for 7.8 years [Senior_Citizen].,HIGH
CASE/2347/2020,BIH-GAY-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/4534/2019,BIH-GAY-01,CRITICAL_PRIORITY,🔴 Critical priority case [Motor_Accident] — Immediate attention required. Score: 77.7,CRITICAL
CASE/4534/2019,BIH-GAY-01,STAGE_STAGNATION,🟠 Stagnant in 'Judgment' stage for 201 days.,HIGH
CASE/4534/2019,BIH-GAY-01,LONG_PENDING,📛 Case pending for 7.8 years [Motor_Accident].,HIGH
CASE/4534/2019,BIH-GAY-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/1134/2018,BIH-GAY-01,LONG_PENDING,📛 Case pending for 7.0 years [General_Criminal].,HIGH
CASE/1134/2018,BIH-GAY-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/7180/2015,BIH-GAY-01,LONG_PENDING,📛 Case pending for 8.6 years [Senior_Citizen].,HIGH
CASE/7180/2015,BIH-GAY-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/0277/2015,BIH-GAY-01,LONG_PENDING,📛 Case pending for 7.4 years [General_Criminal].,HIGH
CASE/0277/2015,BIH-GAY-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/0055/2021,BIH-GAY-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/9445/2023,BIH-GAY-01,LONG_PENDING,📛 Case pending for 7.4 years [Property_Dispute].,HIGH
CASE/4274/2023,BIH-GAY-02,CRITICAL_PRIORITY,🔴 Critical priority case [Motor_Accident] — Immediate attention required. Score: 77.6,CRITICAL
CASE/4274/2023,BIH-GAY-02,STAGE_STAGNATION,🟠 Stagnant in 'Judgment' stage for 190 days.,HIGH
CASE/4274/2023,BIH-GAY-02,LONG_PENDING,📛 Case pending for 7.7 years [Motor_Accident].,HIGH
CASE/4274/2023,BIH-GAY-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/9912/2024,BIH-GAY-02,LONG_PENDING,📛 Case pending for 9.6 years [NDPS].,HIGH
CASE/9912/2024,BIH-GAY-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/5596/2015,BIH-GAY-02,LONG_PENDING,📛 Case pending for 9.7 years [Commercial].,HIGH
CASE/5596/2015,BIH-GAY-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/5033/2020,BIH-GAY-02,LONG_PENDING,📛 Case pending for 9.7 years [Matrimonial].,HIGH
CASE/5033/2020,BIH-GAY-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/2558/2023,BIH-GAY-02,LONG_PENDING,📛 Case pending for 5.0 years [Commercial].,HIGH
CASE/2558/2023,BIH-GAY-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/1186/2016,BIH-GAY-02,STAGE_STAGNATION,🟠 Stagnant in 'Judgment' stage for 265 days.,HIGH
CASE/1186/2016,BIH-GAY-02,LONG_PENDING,📛 Case pending for 7.3 years [Property_Dispute].,HIGH
CASE/0440/2017,BIH-GAY-02,LONG_PENDING,📛 Case pending for 7.8 years [General_Criminal].,HIGH
CASE/0440/2017,BIH-GAY-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/9581/2024,BIH-GAY-02,LONG_PENDING,📛 Case pending for 7.6 years [General_Civil].,HIGH
CASE/9581/2024,BIH-GAY-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/6975/2019,BIH-GAY-02,LONG_PENDING,📛 Case pending for 5.5 years [Motor_Accident].,HIGH
CASE/6975/2019,BIH-GAY-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/4434/2020,BIH-GAY-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/8903/2016,BIH-GAY-03,CRITICAL_PRIORITY,🔴 Critical priority case [NDPS] — Immediate attention required. Score: 79.0,CRITICAL
CASE/8903/2016,BIH-GAY-03,STAGE_STAGNATION,🟠 Stagnant in 'Arguments' stage for 251 days.,HIGH
CASE/8903/2016,BIH-GAY-03,LONG_PENDING,📛 Case pending for 9.6 years [NDPS].,HIGH
CASE/8903/2016,BIH-GAY-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/1838/2017,BIH-GAY-03,LONG_PENDING,📛 Case pending for 10.0 years [General_Criminal].,HIGH
CASE/1838/2017,BIH-GAY-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/1577/2018,BIH-GAY-03,LONG_PENDING,📛 Case pending for 9.6 years [General_Criminal].,HIGH
CASE/1577/2018,BIH-GAY-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/5330/2024,BIH-GAY-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/5134/2016,BIH-GAY-03,LONG_PENDING,📛 Case pending for 9.3 years [Motor_Accident].,HIGH
CASE/5134/2016,BIH-GAY-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/2234/2022,BIH-GAY-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/0839/2018,BIH-GAY-03,LONG_PENDING,📛 Case pending for 6.1 years [NDPS].,HIGH
CASE/0839/2018,BIH-GAY-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/2169/2023,BIH-GAY-03,LONG_PENDING,📛 Case pending for 5.1 years [NDPS].,HIGH
CASE/2169/2023,BIH-GAY-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/4290/2017,BIH-GAY-03,LONG_PENDING,📛 Case pending for 9.4 years [Property_Dispute].,HIGH
CASE/4290/2017,BIH-GAY-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/7232/2018,BIH-GAY-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/0615/2023,BIH-GAY-03,STAGE_STAGNATION,🟠 Stagnant in 'Admission' stage for 375 days.,HIGH
CASE/6445/2019,BIH-GAY-04,LONG_PENDING,📛 Case pending for 7.2 years [POCSO].,HIGH
CASE/6445/2019,BIH-GAY-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/8828/2017,BIH-GAY-04,LONG_PENDING,📛 Case pending for 8.6 years [Senior_Citizen].,HIGH
CASE/8828/2017,BIH-GAY-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/2297/2023,BIH-GAY-04,LONG_PENDING,📛 Case pending for 6.2 years [Senior_Citizen].,HIGH
CASE/2297/2023,BIH-GAY-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/3282/2020,BIH-GAY-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/5198/2016,BIH-GAY-04,LONG_PENDING,📛 Case pending for 9.0 years [Property_Dispute].,HIGH
CASE/5198/2016,BIH-GAY-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/1508/2021,BIH-GAY-04,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 363 days.,HIGH
CASE/9627/2021,BIH-GAY-04,STAGE_STAGNATION,🟠 Stagnant in 'Evidence' stage for 231 days.,HIGH
CASE/1264/2018,BIH-GAY-05,CRITICAL_PRIORITY,🔴 Critical priority case [SC_ST] — Immediate attention required. Score: 78.8,CRITICAL
CASE/1264/2018,BIH-GAY-05,LONG_PENDING,📛 Case pending for 7.9 years [SC_ST].,HIGH
CASE/1264/2018,BIH-GAY-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/8583/2017,BIH-GAY-05,LONG_PENDING,📛 Case pending for 5.2 years [NDPS].,HIGH
CASE/8583/2017,BIH-GAY-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/1941/2023,BIH-GAY-05,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
